App Name,App Id,Platform,Keyword,Store Domain,Store,Note,Last Update,Ranking,Change,Popularity,Difficulty,Apps in Ranking
Trenerzy,8,iphone,koszykówka,pl,🇵🇱 Poland,,2025-02-12 07:08:14 +0000,1000,0,31,45,229
Trenerzy,8,iphone,bieganie,pl,🇵🇱 Poland,,2025-02-12 07:08:14 +0000,1000,0,51,47,178
Trenerzy,8,iphone,trener,pl,🇵🇱 Poland,,2025-02-12 07:08:15 +0000,1000,0,5,47,239
Trenerzy,8,iphone,trening,pl,🇵🇱 Poland,,2025-02-12 07:08:15 +0000,1000,0,45,45,239
Trenerzy,8,iphone,tenis,pl,🇵🇱 Poland,,2025-02-12 07:08:16 +0000,1000,0,38,40,230
Trenerzy,8,iphone,piłka nożna,pl,🇵🇱 Poland,,2025-02-12 07:08:16 +0000,1000,0,49,48,221
Trenerzy,8,iphone,siatkówka,pl,🇵🇱 Poland,,2025-02-12 07:08:17 +0000,1000,0,18,40,42
Trenerzy,8,iphone,rower,pl,🇵🇱 Poland,,2025-02-12 07:08:17 +0000,1000,0,32,48,207
Trenerzy,8,iphone,plan treningowy,pl,🇵🇱 Poland,,2025-02-12 07:08:41 +0000,1000,0,41,47,240
Trenerzy,8,iphone,siłownia,pl,🇵🇱 Poland,,2025-02-12 07:08:42 +0000,1000,0,31,47,238
Trenerzy,8,iphone,trener personalny,pl,🇵🇱 Poland,,2025-02-12 07:09:41 +0000,1000,0,5,45,228
Trenerzy,8,iphone,trening personalny,pl,🇵🇱 Poland,,2025-02-12 07:09:50 +0000,1000,0,5,19,11
Trenerzy,8,iphone,trening biegowy,pl,🇵🇱 Poland,,2025-02-12 07:10:05 +0000,1000,0,5,48,245
Trenerzy,8,iphone,trening siłowy,pl,🇵🇱 Poland,,2025-02-12 07:10:12 +0000,1000,0,5,37,32
Trenerzy,8,iphone,bieg,pl,🇵🇱 Poland,,2025-02-12 07:11:16 +0000,1000,0,5,48,196
Trenerzy,8,iphone,piłka,pl,🇵🇱 Poland,,2025-02-12 07:11:27 +0000,1000,0,31,46,238
Trenerzy,8,iphone,trenowanie,pl,🇵🇱 Poland,,2025-02-12 07:11:42 +0000,1000,0,5,25,4
Trenerzy,8,iphone,treningi,pl,🇵🇱 Poland,,2025-02-12 07:13:00 +0000,1000,0,21,43,242
Trenerzy,8,iphone,ćwiczenia,pl,🇵🇱 Poland,,2025-02-12 07:13:47 +0000,1000,0,45,48,241
Trenerzy,8,iphone,fitness,pl,🇵🇱 Poland,,2025-02-12 07:13:54 +0000,1000,0,52,55,240
Trenerzy,8,iphone,gym,pl,🇵🇱 Poland,,2025-02-12 07:13:59 +0000,1000,0,45,57,229
Trenerzy,8,iphone,training,pl,🇵🇱 Poland,,2025-02-12 07:14:16 +0000,1000,0,23,57,235
Trenerzy,8,iphone,coach,pl,🇵🇱 Poland,,2025-02-12 07:14:23 +0000,1000,0,5,55,240
Trenerzy,8,iphone,workout,pl,🇵🇱 Poland,,2025-02-12 07:14:37 +0000,1000,0,39,57,239
Trenerzy,8,iphone,fitnes,pl,🇵🇱 Poland,,2025-02-12 07:18:59 +0000,1000,0,34,55,240
