App Name,App Id,Platform,Keyword,Store Domain,Store,Note,Last Update,Ranking,Change,Popularity,Difficulty,Apps in Ranking
Temporary App 7,7,iphone,law,us,🇺🇸 US,,2025-02-11 18:31:53 +0000,1000,0,30,56,233
Temporary App 7,7,iphone,wallet,us,🇺🇸 US,,2025-02-11 18:32:14 +0000,1000,0,65,100,237
Temporary App 7,7,iphone,movie,us,🇺🇸 US,,2025-02-11 18:32:31 +0000,1000,0,54,100,223
Temporary App 7,7,iphone,movies,us,🇺🇸 US,,2025-02-11 18:32:37 +0000,1000,0,55,100,224
Temporary App 7,7,iphone,nail,us,🇺🇸 US,,2025-02-11 18:33:29 +0000,1000,0,39,77,221
Temporary App 7,7,iphone,nails,us,🇺🇸 US,,2025-02-11 18:33:35 +0000,1000,0,43,76,240
Temporary App 7,7,iphone,babysitter,us,🇺🇸 US,,2025-02-11 18:34:44 +0000,1000,0,30,97,210
Temporary App 7,7,iphone,babysitting,us,🇺🇸 US,,2025-02-11 18:34:51 +0000,1000,0,34,62,218
Temporary App 7,7,iphone,lawyer,us,🇺🇸 US,,2025-02-11 18:36:57 +0000,1000,0,26,56,235
Temporary App 7,7,iphone,niania,pl,🇵🇱 Poland,,2025-02-11 18:37:22 +0000,1000,0,21,42,186
Temporary App 7,7,iphone,dzieci,pl,🇵🇱 Poland,,2025-02-11 18:38:54 +0000,1000,0,21,44,226
Temporary App 7,7,iphone,trening,pl,🇵🇱 Poland,,2025-02-11 18:40:01 +0000,1000,0,45,45,239
Temporary App 7,7,iphone,rośliny,pl,🇵🇱 Poland,,2025-02-11 18:41:49 +0000,1000,0,22,46,97
Temporary App 7,7,iphone,rozpoznawanie roślin,pl,🇵🇱 Poland,,2025-02-11 18:42:44 +0000,1000,0,21,46,44
Temporary App 7,7,iphone,building,us,🇺🇸 US,,2025-02-11 18:46:48 +0000,1000,0,41,74,244
Temporary App 7,7,iphone,buildings,us,🇺🇸 US,,2025-02-11 18:47:08 +0000,1000,0,18,66,237
Temporary App 7,7,iphone,structure,us,🇺🇸 US,,2025-02-11 18:47:25 +0000,1000,0,28,49,233
Temporary App 7,7,iphone,architecture,us,🇺🇸 US,,2025-02-11 18:47:39 +0000,1000,0,34,49,233
Temporary App 7,7,iphone,monument,us,🇺🇸 US,,2025-02-11 18:48:03 +0000,1000,0,27,56,203
Temporary App 7,7,iphone,monument scanner,us,🇺🇸 US,,2025-02-11 18:48:37 +0000,1000,0,5,5,10
Temporary App 7,7,iphone,build recognition,us,🇺🇸 US,,2025-02-11 18:48:52 +0000,1000,0,5,5,14
Temporary App 7,7,iphone,build,us,🇺🇸 US,,2025-02-11 18:49:01 +0000,1000,0,44,80,243
Temporary App 7,7,iphone,bird recognition,us,🇺🇸 US,,2025-02-11 18:49:11 +0000,1000,0,5,41,230
Temporary App 7,7,iphone,birds,us,🇺🇸 US,,2025-02-11 18:49:18 +0000,1000,0,35,100,212
